title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,categories/20,categories/21,categories/22,url,categoryName
Rooted Academy of El Paso,,,10015 Lockerbie Ave,El Paso,Texas,US,https://www.rootedacademyep.com/admissions-christian-private-school-el-paso,(915) 209-2033,Private educational institution,Elementary school,Kindergarten,School,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rooted%20Academy%20of%20El%20Paso&query_place_id=ChIJpSQXRnBb54YR9tYI8exc-zk,Private educational institution
Socorro Independent School District - District Service Center,3.9,84,12440 Rojas Dr,El Paso,Texas,US,http://www.sisd.net/,(915) 937-0000,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Socorro%20Independent%20School%20District%20-%20District%20Service%20Center&query_place_id=ChIJHR3g7DZC54YRS1s4sIqts_s,School district office
Shavuot Israel,4.4,7,7141 N Loop Dr,El Paso,Texas,US,http://www.shavuotisrael.com/,,Synagogue,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shavuot%20Israel&query_place_id=ChIJ0QeNZZ1b54YRadO59v_vE7A,Synagogue
La Iglesia de Jesucristo de los Santos de los Últimos Días,4.9,84,1212 Sumac Dr,El Paso,Texas,US,https://local.churchofjesuschrist.org/es/us/tx/el-paso/1212-sumac-drive?utm_source=gmb&utm_medium=yext&y_source=1_NjcwOTMwMTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(915) 265-7249,Christian church,Church of Jesus Christ of Latter-day Saints,Religious organization,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Iglesia%20de%20Jesucristo%20de%20los%20Santos%20de%20los%20%C3%9Altimos%20D%C3%ADas&query_place_id=ChIJz3ig10pb54YRk5dvUtlPLPE,Christian church
The Rock Faith Center,4.7,83,11201 Armour Dr,El Paso,Texas,US,https://www.rockfaithcenter.com/,(915) 592-7625,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Rock%20Faith%20Center&query_place_id=ChIJkWA9hJhE54YRMlbGu-DqVSs,Christian church
The Church of Jesus Christ of Latter-day Saints,4.8,62,2322 Lee Trevino Dr,El Paso,Texas,US,https://local.churchofjesuschrist.org/en/us/tx/el-paso/2322-north-lee-trevino-drive?utm_source=gmb&utm_medium=yext&y_source=1_NjcwOTQwODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(915) 265-7249,Christian church,Church of Jesus Christ of Latter-day Saints,Religious organization,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Church%20of%20Jesus%20Christ%20of%20Latter-day%20Saints&query_place_id=ChIJ3VXAPuhE54YRRsbn7cDTcHY,Christian church
Christ Temple Apostolic Church,5,2,11160 Montwood Dr,El Paso,Texas,US,,,Religious institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Christ%20Temple%20Apostolic%20Church&query_place_id=ChIJCX-d0PJE54YR0xSP_KicuTc,Religious institution
"St. Jude Thaddeus Spiritual Bothanic Church ""La Estrella""",4.9,83,201 Fresno Dr,El Paso,Texas,US,https://www.facebook.com/temploespiritualdesanjudastadeo,(915) 887-0701,Religious goods store,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Jude%20Thaddeus%20Spiritual%20Bothanic%20Church%20%22La%20Estrella%22&query_place_id=ChIJcxA5zZ9c54YRc3juBj9QRuM,Religious goods store
Cielo Vista Church,4.7,236,3585 Lee Trevino Dr,El Paso,Texas,US,http://www.cielovista.church/,(915) 595-0288,Non-denominational church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cielo%20Vista%20Church&query_place_id=ChIJE_NIuSJF54YRhP-rxAtGKYk,Non-denominational church
Abundant Church,4.6,1122,1000 Valley Crest Dr,El Paso,Texas,US,http://www.abundant.org/,(915) 532-8543,Non-denominational church,Christian church,Church,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Abundant%20Church&query_place_id=ChIJf0Nu0RFD54YRQ6x3O8LY254,Non-denominational church
St. Thomas Aquinas Roman Catholic Church,4.8,188,10970 Bywood Dr,El Paso,Texas,US,http://stthomas-elpaso.com/,(915) 592-1313,Catholic church,Church,Event venue,Place of worship,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Thomas%20Aquinas%20Roman%20Catholic%20Church&query_place_id=ChIJFaEwVuZE54YRrgz0hUWwHJ8,Catholic church
Del Sol Church East,4.6,112,11501 Vista del Sol Dr,El Paso,Texas,US,http://delsolchurch.com/,(915) 855-3798,Church,Christian church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Del%20Sol%20Church%20East&query_place_id=ChIJeUFVyIBE54YR2K0QY76Y6os,Church
Crosspoint Church,4.7,33,11995 Montwood Dr,El Paso,Texas,US,http://www.crosspointelpaso.com/,(915) 857-7492,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Crosspoint%20Church&query_place_id=ChIJSS503WxE54YRZqTFEqA3syE,Christian church
St. Mark Catholic Church,4.7,875,11700 Pebble Hills Blvd,El Paso,Texas,US,https://www.smccep.org/,(915) 300-2800,Catholic church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Mark%20Catholic%20Church&query_place_id=ChIJVXDlMENE54YRM95wrVU9ayM,Catholic church
Word of Life Church,4.6,185,11675 Pratt Ave,El Paso,Texas,US,http://www.tbm.org/,(915) 855-9673,Church,Christian church,Evangelical church,Full Gospel church,Non-denominational church,Pentecostal church,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Word%20of%20Life%20Church&query_place_id=ChIJAaIoyU9E54YR_CckLDlDWB0,Church
LifeGate Church,4.6,54,10555 Edgemere Blvd,El Paso,Texas,US,http://www.lifegatechurchelpaso.com/,(915) 593-1122,Church,Non-denominational church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=LifeGate%20Church&query_place_id=ChIJNd9PiChF54YRdQn9R1qGSnM,Church
Calvary Chapel of El Paso,4.9,83,1771 N Zaragoza Rd,El Paso,Texas,US,http://www.calvaryep.com/,(915) 855-4565,Calvary Chapel church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Calvary%20Chapel%20of%20El%20Paso&query_place_id=ChIJl76qVHRE54YR9gfo4yQXpN0,Calvary Chapel church
Corpus Christi Catholic Church,4.6,347,9205 N Loop Dr,El Paso,Texas,US,http://www.corpuschristicc.com/,(915) 858-0488,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Corpus%20Christi%20Catholic%20Church&query_place_id=ChIJUeb6OuNC54YRJ5FdhuRemuo,Catholic church
The Door Christian Center,4.5,133,1000 Kastrin St,El Paso,Texas,US,http://www.elpasochristianchurch.com/,(915) 309-3091,Non-denominational church,Christian church,Church,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Door%20Christian%20Center&query_place_id=ChIJiVwoFWpD54YRim_IhTwHhUw,Non-denominational church
Christian Joy Center,4.4,96,1208 Sumac Dr,El Paso,Texas,US,http://www.joycenter.org/,(915) 595-1307,Protestant church,Christian church,Church,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Christian%20Joy%20Center&query_place_id=ChIJdTVXNktb54YRyJuJ22omgrE,Protestant church
Vista Hills Church A Christian Fellowship,4.6,23,2301 Lee Trevino Dr,El Paso,Texas,US,http://vistahillschurch.org/,(915) 591-4400,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vista%20Hills%20Church%20A%20Christian%20Fellowship&query_place_id=ChIJuznWJ-hE54YRa5WibfulBpE,Church
St. Stephen Deacon & Martyr Church,4.7,196,1700 George Dieter Dr,El Paso,Texas,US,http://ststephenelpaso.org/,(915) 855-1661,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Stephen%20Deacon%20%26%20Martyr%20Church&query_place_id=ChIJcdbXwodE54YRim1tHm-dYkc,Catholic church
St Raphael Catholic Church,4.8,290,2301 Zanzibar Rd,El Paso,Texas,US,http://www.straphaelelpaso.com/,(915) 598-3431,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St%20Raphael%20Catholic%20Church&query_place_id=ChIJq7Uzfc1E54YRPO9_PyAZH30,Catholic church
Missio Dei Church,4.5,27,11601 Montwood Dr,El Paso,Texas,US,http://missiodeicrc.com/,(915) 857-5100,Christian church,Presbyterian church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Missio%20Dei%20Church&query_place_id=ChIJpd-T_jFE54YRhDTwd7jXjfA,Christian church
Montwood Church of Christ,4.8,44,11845 Bob Mitchell Dr,El Paso,Texas,US,https://www.montwood.org/,(915) 855-9896,Church of Christ,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montwood%20Church%20of%20Christ&query_place_id=ChIJ_cBLBm5E54YRkrc2VCOI650,Church of Christ
LIFEchurch El Paso,4.8,175,1580 Joe Battle Blvd,El Paso,Texas,US,http://lifechurchelpaso.com/,(915) 308-9993,Non-denominational church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=LIFEchurch%20El%20Paso&query_place_id=ChIJUdxHGWRD54YRsHN498zfnTs,Non-denominational church
St. Francis Xavier Catholic Church & Parish,4.4,133,519 S Latta St,El Paso,Texas,US,https://www.stfrancisxaviercatholicchurch.com/,(915) 532-2761,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Francis%20Xavier%20Catholic%20Church%20%26%20Parish&query_place_id=ChIJlWvMHHlZ54YR5h6vuVuMtTI,Catholic church
Harmony Science Academy - El Paso,,,9405 Betel Dr,El Paso,Texas,US,https://hsaelpaso.harmonytx.org/,(915) 859-4620,High school,Charter school,Educational institution,Middle school,Public educational institution,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Harmony%20Science%20Academy%20-%20El%20Paso&query_place_id=ChIJe_wDf1VC54YRPz7bAqhOm68,High school
Del Valle Elementary School,,,9251 Escobar Dr,El Paso,Texas,US,http://delvalleelementary.yisd.net/,(915) 434-9300,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Del%20Valle%20Elementary%20School&query_place_id=ChIJlcl6WgZD54YRLB1eSHY9-aQ,Elementary school
"Cultural Technical Institute, LLC (CTI)",4.8,556,1510 N Zaragoza Rd B13,El Paso,Texas,US,http://www.cultural-tech.com/,(915) 591-4141,Trade school,Nursing school,Training center,Truck driving school,Vocational school,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cultural%20Technical%20Institute%2C%20LLC%20(CTI)&query_place_id=ChIJl3x4uZ9E54YR0DrIAU-pHVo,Trade school
Cielo Vista Elementary School,,,9000 Basil Ct,El Paso,Texas,US,http://cielovista.episd.org/,(915) 236-8375,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cielo%20Vista%20Elementary%20School&query_place_id=ChIJ8ei-qt9a54YRC-jY5qKqrd4,Elementary school
Bill Sybert School,,,11530 Edgemere Blvd,El Paso,Texas,US,https://www.sisd.net/o/billsybert,(915) 937-4400,Elementary school,Kindergarten,Middle school,Preschool,Public educational institution,School,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bill%20Sybert%20School&query_place_id=ChIJhRYNa1NE54YRx2rAsoPeUkU,Elementary school
El Paso Classical Academy - Pre K-12,,,8960 Escobar Dr,El Paso,Texas,US,https://foundersclassical.com/elpaso/,(915) 594-3305,Charter school,Elementary school,High school,Middle school,Preschool,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Classical%20Academy%20-%20Pre%20K-12&query_place_id=ChIJqWwJ0jND54YRaNVdP0ge6HI,Charter school
Paso Del Norte Fine Arts Academy,,,12300 Tierra Este Rd,El Paso,Texas,US,https://www.sisd.net/o/pasodelnorte,(915) 937-6200,Elementary school,Art school,Kindergarten,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Paso%20Del%20Norte%20Fine%20Arts%20Academy&query_place_id=ChIJzc57mSVE54YR6hS-rBvxu10,Elementary school
Ysleta Independent School District,4.1,47,9600 Sims Dr,El Paso,Texas,US,https://www.yisd.net/,(915) 434-0000,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ysleta%20Independent%20School%20District&query_place_id=ChIJbcNt8zdb54YRH3ShmnQH10I,School district office
Sierra Vista STEAM Academy,,,1501 Bob Hope Dr,El Paso,Texas,US,https://www.sisd.net/o/sierravista,(915) 937-8100,Elementary school,Preschool,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sierra%20Vista%20STEAM%20Academy&query_place_id=ChIJH-BKb-xD54YRbaThMDIvuQU,Elementary school
Pasodale Elementary School,,,8253 Mc Elroy Avenue,El Paso,Texas,US,https://www.yisd.net/pasodale,(915) 434-8500,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pasodale%20Elementary%20School&query_place_id=ChIJjZLyaslc54YRx8XEL48ggsA,Elementary school
New World Montessori School,,,3510 N Yarbrough Dr,El Paso,Texas,US,http://www.nworldmontessori.org/,(915) 593-8091,Montessori school,Kindergarten,Preschool,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20World%20Montessori%20School&query_place_id=ChIJDS47_CRF54YRclWf9_mk_1s,Montessori school
Edison Hope Christian Academy,,,2807 N Yarbrough Dr,El Paso,Texas,US,,(915) 227-1539,Private educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Edison%20Hope%20Christian%20Academy&query_place_id=ChIJdZzx0dZE54YR_eSqQYwXcwI,Private educational institution
St. Frances Xavier Cabrini Catholic Church,4.6,246,12200 Vista del Sol Dr,El Paso,Texas,US,http://www.stfrancesxaviercabrini.org/,(915) 857-1263,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Frances%20Xavier%20Cabrini%20Catholic%20Church&query_place_id=ChIJYdh8Re1D54YRNbsb4TPk9gQ,Catholic church
Bethany Christian Church,4.8,17,10453 Springwood Dr,El Paso,Texas,US,https://bethanychristianchurchofelpaso.com/,(915) 592-5977,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bethany%20Christian%20Church&query_place_id=ChIJcZ-LhcpE54YRvgjaI7Xo1FY,Church
Cornerstone Church El Paso,4.3,18,"GECU Plaza, 12400 Montwood Dr Ste. D",El Paso,Texas,US,http://www.mycornerstonechurch.org/,(915) 300-0071,Church,Christian church,Non-denominational church,Pentecostal church,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cornerstone%20Church%20El%20Paso&query_place_id=ChIJmRiXrj1d54YR3pNe5mZOu0U,Church
St Timothy Lutheran Church,4.2,19,11050 Montwood Dr,El Paso,Texas,US,http://www.sainttim.com/,(915) 598-2621,Evangelical church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St%20Timothy%20Lutheran%20Church&query_place_id=ChIJsRNxuexE54YRnxLR66QS-VE,Evangelical church
IM Church,3.9,200,440 S Yarbrough Dr,El Paso,Texas,US,http://ignitemovement.org/,(915) 704-7300,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=IM%20Church&query_place_id=ChIJ4ZDTx7hc54YRx0yoXDl35S4,Church
Life Worth Living Church,4.5,19,9100 Mayflower Ave Suite J,El Paso,Texas,US,http://www.lifeworthlivingchurch.org/,(915) 308-3419,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Life%20Worth%20Living%20Church&query_place_id=ChIJFWiZFNlW54YRwQdT0lLeRMk,Church
Santo Nino De Atocha Church,4.6,113,210 S Clark Dr,El Paso,Texas,US,,(915) 779-3164,Catholic church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Santo%20Nino%20De%20Atocha%20Church&query_place_id=ChIJMdvsq7lb54YRbMFfBygj_Q8,Catholic church
Cristo Rey Catholic Church,4.7,155,8011 Williamette Ave,El Paso,Texas,US,http://cristo-church.poi.place/,(915) 591-0688,Catholic church,Place of worship,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cristo%20Rey%20Catholic%20Church&query_place_id=ChIJ28gN2VVD54YR2c8jNg9pfuI,Catholic church
"Power of The Gospel Church | Iglesia El Poder Del Evangelio - El Paso, TX",4.5,15,2200 Lee Trevino Dr B3b,El Paso,Texas,US,https://linktr.ee/powerofthegospelchurch_elpaso?utm_source=linktree_profile_share&ltsid=7d641397-3774-4cb3-b052-a77f6b812e66,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Power%20of%20The%20Gospel%20Church%20%7C%20Iglesia%20El%20Poder%20Del%20Evangelio%20-%20El%20Paso%2C%20TX&query_place_id=ChIJ607aGPhF54YR-czcKl2tdj4,Church
Valle Verde Early College High School,,,919 Hunter Dr,El Paso,Texas,US,,(915) 434-1500,High school,Public educational institution,Sports school,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Valle%20Verde%20Early%20College%20High%20School&query_place_id=ChIJXfJhI0Nb54YRUn1ALku3HHs,High school
Del Valle Middle School,,,8674 N Loop Dr,El Paso,Texas,US,https://www.yisd.net/page/143,(915) 434-3300,Middle school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Del%20Valle%20Middle%20School&query_place_id=ChIJ_cTzCBhD54YR2PlZs3jQU7g,Middle school
El Paso Adventist Academy,,,3510 George Dieter Dr,El Paso,Texas,US,https://epaja.org/,(915) 855-7312,Private educational institution,Elementary school,Middle school,Preschool,Religious school,School,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Adventist%20Academy&query_place_id=ChIJ4Q4ZwgBF54YRPlZrN6pfHXI,Private educational institution
J.M. Hanks Early College High School,,,2001 Lee Trevino Dr,El Paso,Texas,US,https://www.yisd.net/o/jmhechs,(915) 434-5000,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=J.M.%20Hanks%20Early%20College%20High%20School&query_place_id=ChIJo7IU_epE54YRliA2owfIXO4,High school
East Point Elementary School,,,2400 Zanzibar Rd,El Paso,Texas,US,http://eastpoint.yisd.net/,(915) 434-4500,Elementary school,Primary school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=East%20Point%20Elementary%20School&query_place_id=ChIJ7ce14dJE54YRTGHP3_UIVdM,Elementary school
Vista Del Futuro Elementary,,,1671 Bob Hope Dr,El Paso,Texas,US,http://www.burnhamwood.org/?page_id=23,(915) 855-8143,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vista%20Del%20Futuro%20Elementary&query_place_id=ChIJOSxU9u1D54YRBnj9TQIb9YM,Elementary school
Eastwood High School,,,2430 McRae Blvd,El Paso,Texas,US,https://www.yisd.net/eastwoodhigh,(915) 434-4000,High school,Public educational institution,School,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eastwood%20High%20School&query_place_id=ChIJYaQqTzBb54YRAzDn4tyb74k,High school
Cadwallader School,,,7988 Alameda Ave #79915,El Paso,Texas,US,http://thomasmanor.yisd.net/,(915) 434-7500,Elementary school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cadwallader%20School&query_place_id=ChIJd-CMnLBc54YRKUvItf9WGuQ,Elementary school
Americas High School,,,12101 Pellicano Dr,El Paso,Texas,US,https://www.sisd.net/o/americas,(915) 937-2800,High school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Americas%20High%20School&query_place_id=ChIJ1Qcrj5RD54YRmSzz8a2fA54,High school
Del Norte Heights Elementary,,,1800 Winslow Rd,El Paso,Texas,US,,(915) 434-2400,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Del%20Norte%20Heights%20Elementary&query_place_id=ChIJ3_bROT5b54YROqdEYPa8L1s,Elementary school
Young Women's Leadership Academy,,,8040 Yermoland Dr,El Paso,Texas,US,http://www.yisd.net/Page/6806,(915) 434-1300,High school,Middle school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Young%20Women's%20Leadership%20Academy&query_place_id=ChIJkyYkX0Zb54YR3rWiDffI7KM,High school
Chester E. Jordan Elementary,,,13995 Jason Crandall Dr,El Paso,Texas,US,https://www.sisd.net/o/chesterjordan,(915) 937-8801,Elementary school,Kindergarten,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chester%20E.%20Jordan%20Elementary&query_place_id=ChIJu6IdJWJG54YRhWg89oMcf4k,Elementary school
San Antonio Catholic Church,4.7,193,503 Hunter Dr,El Paso,Texas,US,http://san-church.poi.place/,(915) 598-1457,Catholic church,Place of worship,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=San%20Antonio%20Catholic%20Church&query_place_id=ChIJWf7Crl1b54YR6M5V2P82-4g,Catholic church
Eastwood Church of Christ,4.6,15,10104 Album Ave,El Paso,Texas,US,http://www.eastwoodchurchofchrist.org/,(915) 593-2772,Church,Church of Christ,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eastwood%20Church%20of%20Christ&query_place_id=ChIJCZWzIitb54YRO7el_C9A6AM,Church
Our Lady of the Valley Catholic Church,4.7,138,8600 Winchester Rd,El Paso,Texas,US,http://www.olvchurcheptx.org/?fbclid=IwVERDUAQ_hyVleHRuA2FlbQIxMABzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeRHG-6z0-nzKSb-dsKoSV9W5D4QgQUHBCIWxftbgqbscTaMonr1mCQIetWe4_aem_rHvCStaheu1IaUTwYuNZbA,(915) 859-7939,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady%20of%20the%20Valley%20Catholic%20Church&query_place_id=ChIJnQMULS9D54YRCqA-rlOCONo,Catholic church
Freedom Fellowship EP,5,26,10950 Pellicano Dr C1,El Paso,Texas,US,https://www.freedomfellowshipep.com/,(915) 355-7046,Christian church,Church,Place of worship,Religious organization,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Freedom%20Fellowship%20EP&query_place_id=ChIJsVCeJKRE54YRiol5VDMHkrA,Christian church
Iglesia Cristiana Nuevo Pacto,4.8,64,1401 Lomaland Dr,El Paso,Texas,US,http://www.nuevopactoelpaso.com/,(915) 591-4092,Church,Non-denominational church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Iglesia%20Cristiana%20Nuevo%20Pacto&query_place_id=ChIJAfhniaNE54YRtXyCWLtCyAM,Church
Centro Cristiano Cantico Nuevo,4.8,78,11530 Pellicano Dr,El Paso,Texas,US,http://www.canticonuevo.tv/,(915) 633-6320,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro%20Cristiano%20Cantico%20Nuevo&query_place_id=ChIJUz5PkqBE54YR7_VjmNlksZQ,Church
Mesa Place Church,4.6,18,985 Loma Verde Dr,El Paso,Texas,US,http://www.mesaplacechurch.com/,(915) 465-1201,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mesa%20Place%20Church&query_place_id=ChIJo4761P9Y54YRTA8Vb18K8Zs,Christian church
Little Flower Catholic Church,4.6,56,171 Polo Inn Rd,El Paso,Texas,US,https://masstime.us/little-flower-catholic-church-el-paso-texas/,(915) 772-1285,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Little%20Flower%20Catholic%20Church&query_place_id=ChIJVw6oMHhb54YRRWjtI3v1SCY,Catholic church
Living Water Christian Center,4.8,26,7966 Esther Rd,El Paso,Texas,US,http://www.lwccep.com/,(404) 480-8182,Assemblies of God church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Living%20Water%20Christian%20Center&query_place_id=ChIJgZq5Y6tE54YRegOTa4B5Wi8,Assemblies of God church
Church of Christ At Eastridge,5,5,3277 Pendleton St,El Paso,Texas,US,http://elpasochurchofchrist.com/,(915) 855-1524,Church of Christ,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Church%20of%20Christ%20At%20Eastridge&query_place_id=ChIJjV04YlVE54YRm5tbp0R5PNA,Church of Christ
Christ Our Redeemer (WELS),4.6,23,2500 George Dieter Dr,El Paso,Texas,US,http://www.corwels.org/,(915) 304-1888,Lutheran church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Christ%20Our%20Redeemer%20(WELS)&query_place_id=ChIJX7-sBfdE54YRIThtXbJ3i14,Lutheran church
Calvary Mission Valley School,,,8069 Alameda Ave,El Paso,Texas,US,https://cmvs.institute/,(915) 235-1400,Private educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Calvary%20Mission%20Valley%20School&query_place_id=ChIJs5d_t8hd54YRs1JP4rl_qfc,Private educational institution
Capt. Walter E. Clarke Middle,,,1515 Bob Hope Dr,El Paso,Texas,US,https://www.sisd.net/o/captwalterclarke,(915) 937-5600,Middle school,Public educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Capt.%20Walter%20E.%20Clarke%20Middle&query_place_id=ChIJNz0nUOxD54YRi179mPVe59U,Middle school
Triumph Public High Schools - El Paso East,,,1599 George Dieter Dr,El Paso,Texas,US,https://www.triumphpublicschools.org/,(915) 298-3637,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Triumph%20Public%20High%20Schools%20-%20El%20Paso%20East&query_place_id=ChIJL7jNlaFF54YRYqit9KqjSBU,High school
J.M. Hanks Middle School,,,11201 Pebble Hills Blvd,El Paso,Texas,US,https://www.yisd.net/hanksmiddle,(915) 434-5300,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=J.M.%20Hanks%20Middle%20School&query_place_id=ChIJgQc6g_xE54YRYiS__Wj_NRg,Middle school
Sun Ridge Middle School,,,2210 Sun Country Dr,El Paso,Texas,US,https://www.sisd.net/o/sunridge,(915) 937-6600,Middle school,Community health center,Public educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20Ridge%20Middle%20School&query_place_id=ChIJM847mBtE54YRufUTiXmzsCs,Middle school
